Runs,Mins,BF,4s,6s,SR,Pos,Dismissed,Inns,Opposition,Ground,Start Date,MatchNo,Batter,Batting Style,Playing Role
35.0,62,36.0,3,0,97.22,3,1,2,v India,Paarl,2022-01-21,ODI # 4346,Temba Bavuma,Right hand Bat,Middle order Batter
8.0,24,12.0,1,0,66.66,3,1,1,v India,Cape Town,2022-01-23,ODI # 4349,Temba Bavuma,Right hand Bat,Middle order Batter
31.0,107,55.0,2,0,56.36,3,1,2,v Bangladesh,Centurion,2022-03-18,ODI # 4370,Temba Bavuma,Right hand Bat,Middle order Batter
37.0,58,52.0,3,1,71.15,4,1,2,v Bangladesh,Johannesburg,2022-03-20,ODI # 4372,Temba Bavuma,Right hand Bat,Middle order Batter
2.0,17,11.0,0,0,18.18,4,1,1,v Bangladesh,Centurion,2022-03-23,ODI # 4375,Temba Bavuma,Right hand Bat,Middle order Batter
8.0,14,12.0,2,0,66.66,3,1,1,v India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2022-10-06,ODI # 4470,Temba Bavuma,Right hand Bat,Middle order Batter
36.0,41,28.0,4,1,128.57,2,1,1,v England,Bloemfontein,2023-01-27,ODI # 4512,Temba Bavuma,Right hand Bat,Middle order Batter
109.0,117,102.0,14,1,106.86,2,1,2,v England,Bloemfontein,2023-01-29,ODI # 4513,Temba Bavuma,Right hand Bat,Middle order Batter
35.0,36,27.0,5,1,129.62,1,1,2,v England,Kimberley,2023-02-01,ODI # 4514,Temba Bavuma,Right hand Bat,Middle order Batter
144.0,-,118.0,11,7,122.03,2,1,2,v West Indies,East London,2023-03-18,ODI # 4540,Temba Bavuma,Right hand Bat,Middle order Batter
90.0,130,79.0,8,1,113.92,2,0,2,v Netherlands,Benoni,2023-03-31,ODI # 4558,Temba Bavuma,Right hand Bat,Middle order Batter
6.0,19,12.0,1,0,50.00,2,1,1,v Netherlands,Johannesburg,2023-04-02,ODI # 4563,Temba Bavuma,Right hand Bat,Middle order Batter
66.0,-,60.0,4,2,110.00,4,1,1,v Bangladesh,East London,2017-10-22,ODI # 3929,Aiden Markram,Right hand Bat,Opening Batter
9.0,21,21.0,0,0,42.85,4,1,1,v India,Durban,2018-02-01,ODI # 3969,Aiden Markram,Right hand Bat,Opening Batter
8.0,15,11.0,1,0,72.72,3,1,1,v India,Centurion,2018-02-04,ODI # 3970,Aiden Markram,Right hand Bat,Opening Batter
32.0,64,42.0,2,1,76.19,2,1,2,v India,Cape Town,2018-02-07,ODI # 3971,Aiden Markram,Right hand Bat,Opening Batter
22.0,30,23.0,3,0,95.65,1,1,2,v India,Johannesburg,2018-02-10,ODI # 3973,Aiden Markram,Right hand Bat,Opening Batter
32.0,40,32.0,4,1,100.00,2,1,2,v India,Gqeberha,2018-02-13,ODI # 3976,Aiden Markram,Right hand Bat,Opening Batter
24.0,41,30.0,3,1,80.00,1,1,1,v India,Centurion,2018-02-16,ODI # 3978,Aiden Markram,Right hand Bat,Opening Batter
0.0,-,1.0,0,0,0.00,3,1,2,v Sri Lanka,Dambulla,2018-07-29,ODI # 4025,Aiden Markram,Right hand Bat,Opening Batter
3.0,-,11.0,0,0,27.27,3,1,2,v Sri Lanka,Dambulla,2018-08-01,ODI # 4027,Aiden Markram,Right hand Bat,Opening Batter
20.0,-,13.0,5,0,153.84,3,1,2,v Sri Lanka,Colombo (RPS),2018-08-12,ODI # 4031,Aiden Markram,Right hand Bat,Opening Batter
27.0,42,38.0,5,0,71.05,1,1,2,v Zimbabwe,Kimberley,2018-09-30,ODI # 4049,Aiden Markram,Right hand Bat,Opening Batter
35.0,63,49.0,6,0,71.42,2,1,1,v Zimbabwe,Bloemfontein,2018-10-03,ODI # 4050,Aiden Markram,Right hand Bat,Opening Batter
42.0,46,40.0,7,0,105.00,1,1,2,v Zimbabwe,Paarl,2018-10-06,ODI # 4051,Aiden Markram,Right hand Bat,Opening Batter
36.0,-,32.0,6,0,112.50,3,1,2,v Australia,Western Australia Cricket Association Ground,2018-11-04,ODI # 4065,Aiden Markram,Right hand Bat,Opening Batter
19.0,-,17.0,2,1,111.76,3,1,2,v Australia,Adelaide Oval,2018-11-09,ODI # 4067,Aiden Markram,Right hand Bat,Opening Batter
32.0,-,42.0,1,3,76.19,3,1,1,v Australia,Hobart,2018-11-11,ODI # 4069,Aiden Markram,Right hand Bat,Opening Batter
29.0,42,32.0,3,0,90.62,3,1,2,v Sri Lanka,Gqeberha,2019-03-13,ODI # 4114,Aiden Markram,Right hand Bat,Opening Batter
67.0,122,75.0,7,0,89.33,2,0,2,v Sri Lanka,Cape Town,2019-03-16,ODI # 4115,Aiden Markram,Right hand Bat,Opening Batter
11.0,17,12.0,2,0,91.66,3,1,2,v England,Kennington Oval,2019-05-30,ODI # 4143,Aiden Markram,Right hand Bat,Opening Batter
45.0,78,56.0,4,0,80.35,2,1,2,v Bangladesh,Kennington Oval,2019-06-02,ODI # 4147,Aiden Markram,Right hand Bat,Opening Batter
5.0,16,10.0,1,0,50.00,3,1,1,v West Indies,The Rose Bowl,2019-06-10,ODI # 4156,Aiden Markram,Right hand Bat,Opening Batter
38.0,74,55.0,4,0,69.09,4,1,1,v New Zealand,Edgbaston,2019-06-19,ODI # 4165,Aiden Markram,Right hand Bat,Opening Batter
7.0,13,16.0,0,0,43.75,4,1,2,v Pakistan,Lord's,2019-06-23,ODI # 4171,Aiden Markram,Right hand Bat,Opening Batter
34.0,51,37.0,6,1,91.89,1,1,1,v Australia,Emirates Old Trafford,2019-07-06,ODI # 4188,Aiden Markram,Right hand Bat,Opening Batter
19.0,37,23.0,3,1,82.60,1,1,1,v Pakistan,Centurion,2021-04-02,ODI # 4285,Aiden Markram,Right hand Bat,Opening Batter
39.0,43,34.0,4,2,114.70,2,1,1,v Pakistan,Johannesburg,2021-04-04,ODI # 4286,Aiden Markram,Right hand Bat,Opening Batter
18.0,41,21.0,2,1,85.71,2,1,2,v Pakistan,Centurion,2021-04-07,ODI # 4287,Aiden Markram,Right hand Bat,Opening Batter
5.0,18,13.0,1,0,38.46,2,1,2,v Ireland,Dublin (Malahide),2021-07-13,ODI # 4302,Aiden Markram,Right hand Bat,Opening Batter
96.0,136,90.0,5,4,106.66,2,1,2,v Sri Lanka,Colombo (RPS),2021-09-02,ODI # 4314,Aiden Markram,Right hand Bat,Opening Batter
21.0,39,29.0,1,1,72.41,2,1,1,v Sri Lanka,Colombo (RPS),2021-09-04,ODI # 4315,Aiden Markram,Right hand Bat,Opening Batter
2.0,9,4.0,0,0,50.00,2,1,2,v Sri Lanka,Colombo (RPS),2021-09-07,ODI # 4318,Aiden Markram,Right hand Bat,Opening Batter
4.0,10,11.0,0,0,36.36,4,1,1,v India,Paarl,2022-01-19,ODI # 4344,Aiden Markram,Right hand Bat,Opening Batter
37.0,60,41.0,4,0,90.24,4,0,2,v India,Paarl,2022-01-21,ODI # 4346,Aiden Markram,Right hand Bat,Opening Batter
15.0,33,14.0,3,0,107.14,4,1,1,v India,Cape Town,2022-01-23,ODI # 4349,Aiden Markram,Right hand Bat,Opening Batter
0.0,5,3.0,0,0,0.00,4,1,2,v Bangladesh,Centurion,2022-03-18,ODI # 4370,Aiden Markram,Right hand Bat,Opening Batter
77.0,85,61.0,9,0,126.22,4,1,1,v England,Riverside Ground,2022-07-19,ODI # 4434,Aiden Markram,Right hand Bat,Opening Batter
0.0,5,0.0,0,0,-,4,1,2,v England,Emirates Old Trafford,2022-07-22,ODI # 4435,Aiden Markram,Right hand Bat,Opening Batter
24.0,39,34.0,1,0,70.58,4,0,1,v England,Headingley,2022-07-24,ODI # 4437,Aiden Markram,Right hand Bat,Opening Batter
0.0,7,5.0,0,0,0.00,4,1,1,v India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2022-10-06,ODI # 4470,Aiden Markram,Right hand Bat,Opening Batter
79.0,128,89.0,7,1,88.76,4,1,1,v India,Ranchi,2022-10-09,ODI # 4471,Aiden Markram,Right hand Bat,Opening Batter
9.0,38,19.0,0,0,47.36,4,1,1,v India,Arun Jaitley Stadium,2022-10-11,ODI # 4472,Aiden Markram,Right hand Bat,Opening Batter
13.0,32,19.0,1,0,68.42,4,1,1,v England,Bloemfontein,2023-01-27,ODI # 4512,Aiden Markram,Right hand Bat,Opening Batter
49.0,70,43.0,3,2,113.95,4,1,2,v England,Bloemfontein,2023-01-29,ODI # 4513,Aiden Markram,Right hand Bat,Opening Batter
39.0,60,35.0,1,2,111.42,4,1,2,v England,Kimberley,2023-02-01,ODI # 4514,Aiden Markram,Right hand Bat,Opening Batter
25.0,-,26.0,3,1,96.15,4,1,2,v West Indies,Potchefstroom,2023-03-21,ODI # 4544,Aiden Markram,Right hand Bat,Opening Batter
51.0,48,39.0,7,1,130.76,4,0,2,v Netherlands,Benoni,2023-03-31,ODI # 4558,Aiden Markram,Right hand Bat,Opening Batter
175.0,179,126.0,17,7,138.88,4,1,1,v Netherlands,Johannesburg,2023-04-02,ODI # 4563,Aiden Markram,Right hand Bat,Opening Batter
0.0,7,2.0,0,0,0.00,10,1,1,v India,Cape Town,2022-01-23,ODI # 4349,Sisanda Magala,Right hand Bat,Bowler
5.0,8,4.0,1,0,125.00,8,0,1,v England,Bloemfontein,2023-01-27,ODI # 4512,Sisanda Magala,Right hand Bat,Bowler
2.0,7,6.0,0,0,33.33,9,1,2,v England,Kimberley,2023-02-01,ODI # 4514,Sisanda Magala,Right hand Bat,Bowler
5.0,7,5.0,1,0,100.00,8,1,1,v Netherlands,Johannesburg,2023-04-02,ODI # 4563,Sisanda Magala,Right hand Bat,Bowler
0.0,1,1.0,0,0,0.00,1,1,1,v Australia,Paarl,2020-02-29,ODI # 4248,Janneman Malan,Right hand Bat,Top order Batter
129.0,215,139.0,7,4,92.80,1,0,2,v Australia,Bloemfontein,2020-03-04,ODI # 4252,Janneman Malan,Right hand Bat,Top order Batter
23.0,47,26.0,4,0,88.46,1,1,2,v Australia,Potchefstroom,2020-03-07,ODI # 4254,Janneman Malan,Right hand Bat,Top order Batter
70.0,105,81.0,9,0,86.41,1,1,2,v Pakistan,Centurion,2021-04-07,ODI # 4287,Janneman Malan,Right hand Bat,Top order Batter
84.0,121,96.0,7,4,87.50,1,1,2,v Ireland,Dublin (Malahide),2021-07-13,ODI # 4302,Janneman Malan,Right hand Bat,Top order Batter
177.0,213,169.0,16,6,104.73,1,0,1,v Ireland,Dublin (Malahide),2021-07-16,ODI # 4305,Janneman Malan,Right hand Bat,Top order Batter
23.0,45,31.0,3,0,74.19,1,1,2,v Sri Lanka,Colombo (RPS),2021-09-02,ODI # 4314,Janneman Malan,Right hand Bat,Top order Batter
121.0,197,135.0,9,1,89.62,1,1,1,v Sri Lanka,Colombo (RPS),2021-09-04,ODI # 4315,Janneman Malan,Right hand Bat,Top order Batter
18.0,46,19.0,2,0,94.73,1,1,2,v Sri Lanka,Colombo (RPS),2021-09-07,ODI # 4318,Janneman Malan,Right hand Bat,Top order Batter
16.0,31,22.0,3,0,72.72,1,1,1,v Netherlands,Centurion,2021-11-26,ODI # 4337,Janneman Malan,Right hand Bat,Top order Batter
6.0,21,10.0,1,0,60.00,2,1,1,v India,Paarl,2022-01-19,ODI # 4344,Janneman Malan,Right hand Bat,Top order Batter
91.0,154,108.0,8,1,84.25,1,1,2,v India,Paarl,2022-01-21,ODI # 4346,Janneman Malan,Right hand Bat,Top order Batter
1.0,11,6.0,0,0,16.66,2,1,1,v India,Cape Town,2022-01-23,ODI # 4349,Janneman Malan,Right hand Bat,Top order Batter
4.0,15,10.0,0,0,40.00,2,1,2,v Bangladesh,Centurion,2022-03-18,ODI # 4370,Janneman Malan,Right hand Bat,Top order Batter
26.0,58,40.0,4,0,65.00,1,1,2,v Bangladesh,Johannesburg,2022-03-20,ODI # 4372,Janneman Malan,Right hand Bat,Top order Batter
39.0,68,56.0,7,0,69.64,1,1,1,v Bangladesh,Centurion,2022-03-23,ODI # 4375,Janneman Malan,Right hand Bat,Top order Batter
57.0,115,77.0,5,0,74.02,1,1,1,v England,Riverside Ground,2022-07-19,ODI # 4434,Janneman Malan,Right hand Bat,Top order Batter
0.0,12,6.0,0,0,0.00,2,1,2,v England,Emirates Old Trafford,2022-07-22,ODI # 4435,Janneman Malan,Right hand Bat,Top order Batter
11.0,23,18.0,2,0,61.11,1,1,1,v England,Headingley,2022-07-24,ODI # 4437,Janneman Malan,Right hand Bat,Top order Batter
22.0,58,42.0,3,0,52.38,1,1,1,v India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2022-10-06,ODI # 4470,Janneman Malan,Right hand Bat,Top order Batter
25.0,43,31.0,4,0,80.64,2,1,1,v India,Ranchi,2022-10-09,ODI # 4471,Janneman Malan,Right hand Bat,Top order Batter
15.0,42,27.0,3,0,55.55,1,1,1,v India,Arun Jaitley Stadium,2022-10-11,ODI # 4472,Janneman Malan,Right hand Bat,Top order Batter
1.0,-,3.0,0,0,33.33,9,1,2,v West Indies,East London,2023-03-18,ODI # 4540,Gerald Coetzee,Right hand Bat,Bowler
27.0,-,26.0,4,0,103.84,4,1,2,v West Indies,East London,2023-03-18,ODI # 4540,Tony de Zorzi,Left hand Bat,Top order Batter
21.0,-,22.0,3,0,95.45,2,1,2,v West Indies,Potchefstroom,2023-03-21,ODI # 4544,Tony de Zorzi,Left hand Bat,Top order Batter
14.0,-,16.0,0,1,87.5,3,1,2,v West Indies,East London,2023-03-18,ODI # 4540,Ryan Rickelton,Left hand Bat,Wicketkeeper Batter
3.0,-,10.0,0,0,30.0,1,1,2,v West Indies,Potchefstroom,2023-03-21,ODI # 4544,Ryan Rickelton,Left hand Bat,Wicketkeeper Batter
102.0,-,89.0,8,1,114.6,3,1,1,v Sri Lanka,Pallekele,2018-08-05,ODI # 4029,Reeza Hendricks,Right hand Bat,Opening Batter
2.0,-,3.0,0,0,66.66,3,1,2,v Sri Lanka,Pallekele,2018-08-08,ODI # 4030,Reeza Hendricks,Right hand Bat,Opening Batter
0.0,-,1.0,0,0,0.0,4,1,2,v Sri Lanka,Colombo (RPS),2018-08-12,ODI # 4031,Reeza Hendricks,Right hand Bat,Opening Batter
5.0,13,6.0,1,0,83.33,3,1,2,v Zimbabwe,Kimberley,2018-09-30,ODI # 4049,Reeza Hendricks,Right hand Bat,Opening Batter
1.0,5,3.0,0,0,33.33,3,1,1,v Zimbabwe,Bloemfontein,2018-10-03,ODI # 4050,Reeza Hendricks,Right hand Bat,Opening Batter
66.0,117,82.0,5,1,80.48,2,1,2,v Zimbabwe,Paarl,2018-10-06,ODI # 4051,Reeza Hendricks,Right hand Bat,Opening Batter
44.0,-,74.0,4,0,59.45,2,1,2,v Australia,Western Australia Cricket Association Ground,2018-11-04,ODI # 4065,Reeza Hendricks,Right hand Bat,Opening Batter
16.0,-,27.0,1,0,59.25,2,1,2,v Australia,Adelaide Oval,2018-11-09,ODI # 4067,Reeza Hendricks,Right hand Bat,Opening Batter
8.0,-,26.0,2,0,30.76,2,1,1,v Australia,Hobart,2018-11-11,ODI # 4069,Reeza Hendricks,Right hand Bat,Opening Batter
45.0,71,67.0,5,0,67.16,2,1,1,v Pakistan,Gqeberha,2019-01-19,ODI # 4080,Reeza Hendricks,Right hand Bat,Opening Batter
5.0,15,9.0,1,0,55.55,1,1,2,v Pakistan,Durban,2019-01-22,ODI # 4081,Reeza Hendricks,Right hand Bat,Opening Batter
83.0,88,90.0,8,2,92.22,3,0,2,v Pakistan,Centurion,2019-01-25,ODI # 4084,Reeza Hendricks,Right hand Bat,Opening Batter
2.0,17,9.0,0,0,22.22,3,1,1,v Pakistan,Johannesburg,2019-01-27,ODI # 4087,Reeza Hendricks,Right hand Bat,Opening Batter
34.0,38,33.0,3,1,103.03,3,1,2,v Pakistan,Cape Town,2019-01-30,ODI # 4090,Reeza Hendricks,Right hand Bat,Opening Batter
1.0,9,4.0,0,0,25.0,2,1,2,v Sri Lanka,Johannesburg,2019-03-03,ODI # 4104,Reeza Hendricks,Right hand Bat,Opening Batter
29.0,62,41.0,4,0,70.73,2,1,1,v Sri Lanka,Centurion,2019-03-06,ODI # 4107,Reeza Hendricks,Right hand Bat,Opening Batter
4.0,23,11.0,0,0,36.36,2,1,1,v Sri Lanka,Durban,2019-03-10,ODI # 4112,Reeza Hendricks,Right hand Bat,Opening Batter
8.0,18,16.0,1,0,50.0,2,1,2,v Sri Lanka,Gqeberha,2019-03-13,ODI # 4114,Reeza Hendricks,Right hand Bat,Opening Batter
6.0,29,14.0,1,0,42.85,2,1,2,v England,Cape Town,2020-02-04,ODI # 4234,Reeza Hendricks,Right hand Bat,Opening Batter
35.0,-,34.0,3,0,102.94,2,0,1,v England,Durban,2020-02-07,ODI # 4238,Reeza Hendricks,Right hand Bat,Opening Batter
11.0,33,26.0,2,0,42.3,2,1,1,v England,Johannesburg,2020-02-09,ODI # 4242,Reeza Hendricks,Right hand Bat,Opening Batter
51.0,71,54.0,5,0,94.44,3,1,1,v Sri Lanka,Colombo (RPS),2021-09-04,ODI # 4315,Reeza Hendricks,Right hand Bat,Opening Batter
1.0,8,7.0,0,0,14.28,3,1,2,v Sri Lanka,Colombo (RPS),2021-09-07,ODI # 4318,Reeza Hendricks,Right hand Bat,Opening Batter
6.0,22,10.0,1,0,60.0,2,1,1,v Netherlands,Centurion,2021-11-26,ODI # 4337,Reeza Hendricks,Right hand Bat,Opening Batter
74.0,126,76.0,9,1,97.36,3,1,1,v India,Ranchi,2022-10-09,ODI # 4471,Reeza Hendricks,Right hand Bat,Opening Batter
3.0,36,21.0,0,0,14.28,3,1,1,v India,Arun Jaitley Stadium,2022-10-11,ODI # 4472,Reeza Hendricks,Right hand Bat,Opening Batter
52.0,78,61.0,6,0,85.24,2,1,2,v England,Kimberley,2023-02-01,ODI # 4514,Reeza Hendricks,Right hand Bat,Opening Batter
23.0,32,16.0,1,1,143.75,6,0,1,v West Indies,North Sound,2010-05-22,ODI # 2979,David Miller,Left hand Bat,Middle order Batter
26.0,34,19.0,0,2,136.84,5,0,1,v West Indies,North Sound,2010-05-24,ODI # 2980,David Miller,Left hand Bat,Middle order Batter
5.0,10,9.0,0,0,55.55,6,1,1,v West Indies,Roseau,2010-05-28,ODI # 2982,David Miller,Left hand Bat,Middle order Batter
51.0,42,31.0,5,2,164.51,6,1,1,v Zimbabwe,Bloemfontein,2010-10-15,ODI # 3057,David Miller,Left hand Bat,Middle order Batter
33.0,28,19.0,3,1,173.68,6,0,1,v Zimbabwe,Benoni,2010-10-22,ODI # 3061,David Miller,Left hand Bat,Middle order Batter
6.0,10,10.0,0,0,60.00,6,1,1,v Pakistan,Abu Dhabi,2010-10-31,ODI # 3063,David Miller,Left hand Bat,Middle order Batter
6.0,7,10.0,0,0,60.00,6,1,1,v Pakistan,Dubai (DSC),2010-11-02,ODI # 3064,David Miller,Left hand Bat,Middle order Batter
0.0,-,1.0,0,0,0.00,7,1,1,v Pakistan,Dubai (DSC),2010-11-05,ODI # 3067,David Miller,Left hand Bat,Middle order Batter
9.0,9,11.0,0,0,81.81,6,1,1,v India,Durban,2011-01-12,ODI # 3079,David Miller,Left hand Bat,Middle order Batter
27.0,36,28.0,3,1,96.42,6,1,2,v India,Johannesburg,2011-01-15,ODI # 3080,David Miller,Left hand Bat,Middle order Batter
11.0,13,12.0,0,0,91.66,6,1,2,v Australia,Centurion,2011-10-19,ODI # 3203,David Miller,Left hand Bat,Middle order Batter
59.0,68,51.0,6,1,115.68,6,1,1,v Australia,Gqeberha,2011-10-23,ODI # 3208,David Miller,Left hand Bat,Middle order Batter
11.0,37,22.0,0,0,50.00,6,0,1,v Australia,Durban,2011-10-28,ODI # 3211,David Miller,Left hand Bat,Middle order Batter
14.0,31,24.0,0,0,58.33,6,1,2,v New Zealand,Kimberley,2013-01-22,ODI # 3325,David Miller,Left hand Bat,Middle order Batter
15.0,22,19.0,2,0,78.94,6,1,2,v New Zealand,Potchefstroom,2013-01-25,ODI # 3328,David Miller,Left hand Bat,Middle order Batter
67.0,95,77.0,7,0,87.01,6,1,1,v Pakistan,Durban,2013-03-21,ODI # 3348,David Miller,Left hand Bat,Middle order Batter
20.0,27,20.0,1,1,100.00,6,0,2,v Pakistan,Benoni,2013-03-24,ODI # 3350,David Miller,Left hand Bat,Middle order Batter
0.0,3,0.0,0,0,-,7,1,2,v India,Sophia Gardens,2013-06-06,ODI # 3363,David Miller,Left hand Bat,Middle order Batter
19.0,40,24.0,2,0,79.16,6,1,1,v Pakistan,Edgbaston,2013-06-10,ODI # 3367,David Miller,Left hand Bat,Middle order Batter
38.0,40,29.0,1,3,131.03,6,1,1,v West Indies,Sophia Gardens,2013-06-14,ODI # 3371,David Miller,Left hand Bat,Middle order Batter
56.0,98,51.0,5,2,109.80,7,0,1,v England,Kennington Oval,2013-06-19,ODI # 3375,David Miller,Left hand Bat,Middle order Batter
14.0,27,22.0,0,1,63.63,6,1,2,v Sri Lanka,Colombo (RPS),2013-07-20,ODI # 3392,David Miller,Left hand Bat,Middle order Batter
22.0,31,34.0,1,0,64.70,6,0,2,v Sri Lanka,Colombo (RPS),2013-07-23,ODI # 3394,David Miller,Left hand Bat,Middle order Batter
85.0,91,72.0,4,5,118.05,7,0,1,v Sri Lanka,Pallekele,2013-07-26,ODI # 3398,David Miller,Left hand Bat,Middle order Batter
1.0,3,3.0,0,0,33.33,6,1,1,v Sri Lanka,Pallekele,2013-07-28,ODI # 3400,David Miller,Left hand Bat,Middle order Batter
0.0,2,2.0,0,0,0.00,7,1,2,v Sri Lanka,Colombo (RPS),2013-07-31,ODI # 3401,David Miller,Left hand Bat,Middle order Batter
37.0,73,51.0,2,1,72.54,6,1,1,v Pakistan,Sharjah,2013-10-30,ODI # 3425,David Miller,Left hand Bat,Middle order Batter
11.0,22,19.0,0,0,57.89,6,1,2,v Pakistan,Dubai (DSC),2013-11-01,ODI # 3427,David Miller,Left hand Bat,Middle order Batter
34.0,40,33.0,4,0,103.03,6,1,1,v Pakistan,Abu Dhabi,2013-11-06,ODI # 3430,David Miller,Left hand Bat,Middle order Batter
5.0,16,10.0,0,0,50.00,5,1,1,v Pakistan,Abu Dhabi,2013-11-08,ODI # 3431,David Miller,Left hand Bat,Middle order Batter
15.0,30,25.0,1,0,60.00,6,1,1,v Pakistan,Sharjah,2013-11-11,ODI # 3433,David Miller,Left hand Bat,Middle order Batter
4.0,20,14.0,0,0,28.57,7,1,2,v Pakistan,Cape Town,2013-11-24,ODI # 3438,David Miller,Left hand Bat,Middle order Batter
2.0,10,4.0,0,0,50.00,7,0,2,v Pakistan,Gqeberha,2013-11-27,ODI # 3440,David Miller,Left hand Bat,Middle order Batter
24.0,28,26.0,3,0,92.30,6,1,2,v Pakistan,Centurion,2013-11-30,ODI # 3441,David Miller,Left hand Bat,Middle order Batter
5.0,3,2.0,1,0,250.00,6,0,1,v India,Johannesburg,2013-12-05,ODI # 3442,David Miller,Left hand Bat,Middle order Batter
0.0,3,3.0,0,0,0.00,5,1,1,v India,Durban,2013-12-08,ODI # 3443,David Miller,Left hand Bat,Middle order Batter
56.0,56,34.0,5,3,164.70,6,0,1,v India,Centurion,2013-12-11,ODI # 3444,David Miller,Left hand Bat,Middle order Batter
36.0,30,21.0,2,2,171.42,6,0,1,v Sri Lanka,Colombo (RPS),2014-07-06,ODI # 3500,David Miller,Left hand Bat,Middle order Batter
4.0,8,8.0,1,0,50.00,6,1,2,v Sri Lanka,Pallekele,2014-07-09,ODI # 3501,David Miller,Left hand Bat,Middle order Batter
4.0,8,4.0,0,0,100.00,6,0,1,v Sri Lanka,Hambantota,2014-07-12,ODI # 3502,David Miller,Left hand Bat,Middle order Batter
45.0,56,48.0,2,2,93.75,6,1,1,v Zimbabwe,Bulawayo,2014-08-19,ODI # 3508,David Miller,Left hand Bat,Middle order Batter
13.0,11,11.0,2,0,118.18,5,0,2,v Zimbabwe,Bulawayo,2014-08-21,ODI # 3510,David Miller,Left hand Bat,Middle order Batter
0.0,1,1.0,0,0,0.00,5,1,1,v Zimbabwe,Harare,2014-08-29,ODI # 3518,David Miller,Left hand Bat,Middle order Batter
3.0,9,5.0,0,0,60.00,6,1,2,v Australia,Harare,2014-09-02,ODI # 3522,David Miller,Left hand Bat,Middle order Batter
10.0,19,9.0,1,0,111.11,7,0,1,v Zimbabwe,Harare,2014-09-04,ODI # 3524,David Miller,Left hand Bat,Middle order Batter
7.0,29,10.0,0,0,70.00,6,1,1,v New Zealand,Mount Maunganui,2014-10-24,ODI # 3537,David Miller,Left hand Bat,Middle order Batter
17.0,36,29.0,3,0,58.62,4,1,1,v New Zealand,Hamilton,2014-10-27,ODI # 3538,David Miller,Left hand Bat,Middle order Batter
65.0,83,65.0,5,1,100.00,6,1,2,v Australia,Western Australia Cricket Association Ground,2014-11-14,ODI # 3545,David Miller,Left hand Bat,Middle order Batter
22.0,42,26.0,3,0,84.61,7,0,2,v Australia,Western Australia Cricket Association Ground,2014-11-16,ODI # 3546,David Miller,Left hand Bat,Middle order Batter
3.0,6,6.0,0,0,50.00,7,1,2,v Australia,Manuka Oval,2014-11-19,ODI # 3548,David Miller,Left hand Bat,Middle order Batter
45.0,83,61.0,3,0,73.77,5,1,1,v Australia,MCG,2014-11-21,ODI # 3549,David Miller,Left hand Bat,Middle order Batter
5.0,22,12.0,0,0,41.66,5,1,1,v Australia,SCG,2014-11-23,ODI # 3551,David Miller,Left hand Bat,Middle order Batter
70.0,87,68.0,7,2,102.94,5,1,1,v West Indies,Durban,2015-01-16,ODI # 3579,David Miller,Left hand Bat,Middle order Batter
